Statistical profiling result from info-nolog-v8.log, (1849 ticks, 69 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.1%    0.1%  t void std::__1::__tree_balance_after_insert<std::__1::__tree_node_base<void*>*>(std::__1::__tree_node_base<void*>*, std::__1::__tree_node_base<void*>*)
      1    0.1%    0.1%  t std::__1::__hash_table<int, std::__1::hash<int>, std::__1::equal_to<int>, std::__1::allocator<int> >::__rehash(unsigned long)
      1    0.1%    0.1%  t icu_71::(anonymous namespace)::toLower(int, unsigned int, char16_t*, int, char16_t const*, UCaseContext*, int, int, icu_71::Edits*, UErrorCode&)
      1    0.1%    0.1%  t _ustrcase_getCaseLocale_71
      1    0.1%    0.1%  t _cleanup_old_md_data
      1    0.1%    0.1%  t _Builtins_WeakCollectionSet
      1    0.1%    0.1%  t _Builtins_ToString
      1    0.1%    0.1%  t _Builtins_ToName
      1    0.1%    0.1%  t _Builtins_TestInstanceOfHandler
      1    0.1%    0.1%  t _Builtins_TestEqualStrictHandler
      1    0.1%    0.1%  t _Builtins_StringPrototypeSlice
      1    0.1%    0.1%  t _Builtins_StringPrototypeReplace
      1    0.1%    0.1%  t _Builtins_StringPrototypeIndexOf
      1    0.1%    0.1%  t _Builtins_StringEqual
      1    0.1%    0.1%  t _Builtins_StringAddConvertRight
      1    0.1%    0.1%  t _Builtins_StoreIC_NoFeedback
      1    0.1%    0.1%  t _Builtins_StoreICBaseline
      1    0.1%    0.1%  t _Builtins_StoreFastElementIC_GrowNoTransitionHandleCOW
      1    0.1%    0.1%  t _Builtins_RunMicrotasks
      1    0.1%    0.1%  t _Builtins_ReturnHandler
      1    0.1%    0.1%  t _Builtins_RegExpReplace
      1    0.1%    0.1%  t _Builtins_RegExpPrototypeExecSlow
      1    0.1%    0.1%  t _Builtins_PromiseAll
      1    0.1%    0.1%  t _Builtins_PerformPromiseThen
      1    0.1%    0.1%  t _Builtins_ObjectAssign
      1    0.1%    0.1%  t _Builtins_NumberPrototypeToString
      1    0.1%    0.1%  t _Builtins_Multiply_Baseline
      1    0.1%    0.1%  t _Builtins_LoadIC_StringLength
      1    0.1%    0.1%  t _Builtins_LoadIC_FunctionPrototype
      1    0.1%    0.1%  t _Builtins_LoadGlobalICBaseline
      1    0.1%    0.1%  t _Builtins_LdaGlobalHandler
      1    0.1%    0.1%  t _Builtins_LdaConstantHandler
      1    0.1%    0.1%  t _Builtins_KeyedLoadICTrampoline_Megamorphic
      1    0.1%    0.1%  t _Builtins_InterpreterEntryTrampoline
      1    0.1%    0.1%  t _Builtins_InstanceOf_Baseline
      1    0.1%    0.1%  t _Builtins_FunctionPrototypeHasInstance
      1    0.1%    0.1%  t _Builtins_FastNewStrictArguments
      1    0.1%    0.1%  t _Builtins_FastNewSloppyArguments
      1    0.1%    0.1%  t _Builtins_FastNewFunctionContextFunction
      1    0.1%    0.1%  t _Builtins_FastFunctionPrototypeBind
      1    0.1%    0.1%  t _Builtins_DefineNamedOwnIC
      1    0.1%    0.1%  t _Builtins_CreateShallowObjectLiteral
      1    0.1%    0.1%  t _Builtins_CreateFunctionContextHandler
      1    0.1%    0.1%  t _Builtins_CreateEmptyArrayLiteral
      1    0.1%    0.1%  t _Builtins_ConstructFunction
      1    0.1%    0.1%  t _Builtins_Construct
      1    0.1%    0.1%  t _Builtins_Call_ReceiverIsNullOrUndefined_Baseline_Compact
      1    0.1%    0.1%  t _Builtins_Call_ReceiverIsNotNullOrUndefined_Baseline_Compact
      1    0.1%    0.1%  t _Builtins_CallWithArrayLike
      1    0.1%    0.1%  t _Builtins_CallVarargs
      1    0.1%    0.1%  t _Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_BuiltinExit
      1    0.1%    0.1%  t _Builtins_ArrayPrototypePop
      1    0.1%    0.1%  T node::cares_wrap::ChannelWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.1%    0.1%  T node::ParseEncoding(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      1    0.1%    0.1%  T node::HandleWrap::Close(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.1%    0.1%  T _u_strToLower_71
      1    0.1%    0.1%  T _u_isupper_71
      1    0.1%    0.1%  T _posix_spawn_file_actions_adddup2
      1    0.1%    0.1%  T _OPENSSL_strlcpy

 [Summary]:
   ticks  total  nonlib   name
     60    3.2%    3.8%  JavaScript
   1454   78.6%   91.9%  C++
     77    4.2%    4.9%  GC
    266   14.4%          Shared libraries
     69    3.7%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
   1027   70.9%   55.5%  T node::HistogramBase::HistogramBase(node::Environment*, v8::Local<v8::Object>, std::__1::shared_ptr<node::Histogram>)
     48    3.3%    2.6%  t _Builtins_LoadIC
     26    1.8%    1.4%  t _Builtins_CallFunction_ReceiverIsNullOrUndefined
     22    1.5%    1.2%  t _Builtins_KeyedLoadIC_Megamorphic
     18    1.2%    1.0%  t _Builtins_StoreIC
     17    1.2%    0.9%  t _Builtins_CallFunction_ReceiverIsNotNullOrUndefined
     17    1.2%    0.9%  t _Builtins_BaselineOutOfLinePrologue
     12    0.8%    0.6%  t _Builtins_StringPrototypeReplace
     12    0.8%    0.6%  t _Builtins_ArrayPrototypePush
     11    0.8%    0.6%  t _Builtins_ToBooleanForBaselineJump
     10    0.7%    0.5%  t _Builtins_ObjectAssign
     10    0.7%    0.5%  t _Builtins_FastFunctionPrototypeBind
      9    0.6%    0.5%  t _Builtins_RegExpPrototypeTest
      9    0.6%    0.5%  t _Builtins_KeyedLoadIC
      9    0.6%    0.5%  t _Builtins_CallFunction_ReceiverIsAny
      7    0.5%    0.4%  t _Builtins_KeyedStoreIC_Megamorphic
      7    0.5%    0.4%  t _Builtins_KeyedStoreIC
      7    0.5%    0.4%  t _Builtins_BaselineLeaveFrame
      7    0.5%    0.4%  T _mach_vm_map
      6    0.4%    0.3%  t _Builtins_RegExpPrototypeExec
      6    0.4%    0.3%  t _Builtins_PromiseAll
      6    0.4%    0.3%  t _Builtins_Call_ReceiverIsNotNullOrUndefined
      5    0.3%    0.3%  t _Builtins_StrictEqual_Baseline
      5    0.3%    0.3%  t _Builtins_ReflectGet
      5    0.3%    0.3%  t _Builtins_MapPrototypeGet
      5    0.3%    0.3%  t _Builtins_LoadIC_Megamorphic
      5    0.3%    0.3%  t _Builtins_Call_ReceiverIsAny
      4    0.3%    0.2%  t _Builtins_RecordWriteSaveFP
      4    0.3%    0.2%  t _Builtins_GetProperty
      4    0.3%    0.2%  t _Builtins_CompileLazy
      4    0.3%    0.2%  t _Builtins_Call_ReceiverIsNullOrUndefined
      3    0.2%    0.2%  t _Builtins_StringPrototypeToLowerCaseIntl
      3    0.2%    0.2%  t _Builtins_StringPrototypeEndsWith
      3    0.2%    0.2%  t _Builtins_StringAdd_CheckNone
      3    0.2%    0.2%  t _Builtins_ObjectKeys
      3    0.2%    0.2%  t _Builtins_LoadICBaseline
      3    0.2%    0.2%  t _Builtins_KeyedLoadIC_PolymorphicName
      3    0.2%    0.2%  t _Builtins_CallApiCallback
      3    0.2%    0.2%  t _Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
      3    0.2%    0.2%  t _Builtins_ArrayForEach
      3    0.2%    0.2%  T _uv_cpu_info
      2    0.1%    0.1%  t _Builtins_WeakMapPrototypeSet
      2    0.1%    0.1%  t _Builtins_StringSubstring
      2    0.1%    0.1%  t _Builtins_StringPrototypeTrim
      2    0.1%    0.1%  t _Builtins_StringPrototypeSplit
      2    0.1%    0.1%  t _Builtins_StringPrototypeMatch
      2    0.1%    0.1%  t _Builtins_StoreInArrayLiteralIC
      2    0.1%    0.1%  t _Builtins_StoreFastElementIC_Standard
      2    0.1%    0.1%  t _Builtins_PromiseCapabilityDefaultResolve
      2    0.1%    0.1%  t _Builtins_ObjectPrototypeHasOwnProperty
      2    0.1%    0.1%  t _Builtins_LoadIC_NoFeedback
      2    0.1%    0.1%  t _Builtins_LoadICTrampoline_Megamorphic
      2    0.1%    0.1%  t _Builtins_LoadGlobalIC
      2    0.1%    0.1%  t _Builtins_CreateShallowArrayLiteral
      1    0.1%    0.1%  t _Builtins_TypedArrayConstructor
      1    0.1%    0.1%  t _Builtins_ToString
      1    0.1%    0.1%  t _Builtins_ToName
      1    0.1%    0.1%  t _Builtins_TestInstanceOfHandler
      1    0.1%    0.1%  t _Builtins_TestEqualStrictHandler
      1    0.1%    0.1%  t _Builtins_StringPrototypeSlice
      1    0.1%    0.1%  t _Builtins_StringPrototypeIndexOf
      1    0.1%    0.1%  t _Builtins_StringEqual
      1    0.1%    0.1%  t _Builtins_StringAddConvertRight
      1    0.1%    0.1%  t _Builtins_StoreIC_NoFeedback
      1    0.1%    0.1%  t _Builtins_StoreICBaseline
      1    0.1%    0.1%  t _Builtins_StoreFastElementIC_GrowNoTransitionHandleCOW
      1    0.1%    0.1%  t _Builtins_ReturnHandler
      1    0.1%    0.1%  t _Builtins_PromiseConstructor
      1    0.1%    0.1%  t _Builtins_PerformPromiseThen
      1    0.1%    0.1%  t _Builtins_NumberPrototypeToString
      1    0.1%    0.1%  t _Builtins_Multiply_Baseline
      1    0.1%    0.1%  t _Builtins_MapConstructor
      1    0.1%    0.1%  t _Builtins_LoadIC_StringLength
      1    0.1%    0.1%  t _Builtins_LoadIC_FunctionPrototype
      1    0.1%    0.1%  t _Builtins_LoadGlobalICBaseline
      1    0.1%    0.1%  t _Builtins_LdaGlobalHandler
      1    0.1%    0.1%  t _Builtins_LdaConstantHandler
      1    0.1%    0.1%  t _Builtins_KeyedLoadICTrampoline_Megamorphic
      1    0.1%    0.1%  t _Builtins_InterpreterEntryTrampoline
      1    0.1%    0.1%  t _Builtins_InstanceOf_Baseline
      1    0.1%    0.1%  t _Builtins_FunctionPrototypeHasInstance
      1    0.1%    0.1%  t _Builtins_FindOrderedHashSetEntry
      1    0.1%    0.1%  t _Builtins_FindOrderedHashMapEntry
      1    0.1%    0.1%  t _Builtins_FastNewStrictArguments
      1    0.1%    0.1%  t _Builtins_FastNewSloppyArguments
      1    0.1%    0.1%  t _Builtins_DefineNamedOwnIC
      1    0.1%    0.1%  t _Builtins_CreateShallowObjectLiteral
      1    0.1%    0.1%  t _Builtins_CreateFunctionContextHandler
      1    0.1%    0.1%  t _Builtins_CreateEmptyArrayLiteral
      1    0.1%    0.1%  t _Builtins_ConstructFunction
      1    0.1%    0.1%  t _Builtins_Construct
      1    0.1%    0.1%  t _Builtins_Call_ReceiverIsNullOrUndefined_Baseline_Compact
      1    0.1%    0.1%  t _Builtins_Call_ReceiverIsNotNullOrUndefined_Baseline_Compact
      1    0.1%    0.1%  t _Builtins_CallWithArrayLike
      1    0.1%    0.1%  t _Builtins_CallVarargs
      1    0.1%    0.1%  t _Builtins_CallBoundFunction
      1    0.1%    0.1%  t _Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_BuiltinExit
      1    0.1%    0.1%  t _Builtins_ArrayPrototypePop
      1    0.1%    0.1%  t _Builtins_ArrayPrototypeJoin
      1    0.1%    0.1%  t _Builtins_ArrayMap
      1    0.1%    0.1%  t _Builtins_Add_Baseline
      1    0.1%    0.1%  T node::ParseEncoding(v8::Isolate*, v8::Local<v8::Value>, node::encoding)

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
    964   52.1%  T node::HistogramBase::HistogramBase(node::Environment*, v8::Local<v8::Object>, std::__1::shared_ptr<node::Histogram>)
    899   93.3%    T node::HistogramBase::HistogramBase(node::Environment*, v8::Local<v8::Object>, std::__1::shared_ptr<node::Histogram>)
    336   37.4%      JS: ^internalCompileFunction node:internal/vm:30:33
    327   97.3%        JS: ^wrapSafe node:internal/modules/cjs/loader:1117:18
    322   98.5%          JS: ^Module._compile node:internal/modules/cjs/loader:1173:37
    309   96.0%            JS: ^Module._extensions..js node:internal/modules/cjs/loader:1227:37
     13    4.0%            JS: ~Module._extensions..js node:internal/modules/cjs/loader:1227:37
      5    1.5%          JS: ~Module._compile node:internal/modules/cjs/loader:1173:37
      5  100.0%            JS: ~Module._extensions..js node:internal/modules/cjs/loader:1227:37
      9    2.7%        JS: ~wrapSafe node:internal/modules/cjs/loader:1117:18
      9  100.0%          JS: ~Module._compile node:internal/modules/cjs/loader:1173:37
      9  100.0%            JS: ~Module._extensions..js node:internal/modules/cjs/loader:1227:37
     87    9.7%      JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
     74   85.1%        JS: ^nativeModuleRequire node:internal/bootstrap/loaders:356:29
      8   10.8%          JS: ~<anonymous> node:http:1:1
      8  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      7    9.5%          JS: ~<anonymous> node:internal/modules/esm/loader:1:1
      7  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      5    6.8%          JS: ~initializeCJSLoader node:internal/process/pre_execution:563:29
      5  100.0%            JS: ~setupUserModules node:internal/process/pre_execution:121:26
      5    6.8%          JS: ~<anonymous> node:tls:1:1
      5  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      5    6.8%          JS: ~<anonymous> node:internal/modules/esm/fetch_module:1:1
      5  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      5    6.8%          JS: ~<anonymous> node:internal/fs/promises:1:1
      5  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      4    5.4%          JS: ~<anonymous> node:internal/process/esm_loader:1:1
      4  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      4    5.4%          JS: ~<anonymous> node:internal/child_process:1:1
      4  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      3    4.1%          JS: ~<anonymous> node:child_process:1:1
      3  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      3    4.1%          JS: ~<anonymous> node:assert:1:1
      3  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
      3    4.1%          JS: ~<anonymous> node:_http_client:1:1
      3  100.0%            JS: ^compileForInternalLoader node:internal/bootstrap/loaders:319:27
